"Id","username","V","aid","date","timestamp","vs"
"768798535416438788","petrocus","","28","2022-11-10","1668122601","U"
"3151633018","petrodriguess","","1670","2023-02-16","1676528498","B"
"933784748","petroff_ralph","","13","2023-04-14","1681460954","B"
"319970373","PetroffNiko","","375","2023-01-11","1673470873","U"
"1282535046591774723","Petrograde2","","156","2023-01-18","1674040230","B"
"1500059394284920835","Petroleum_Defi","","5249","2023-01-27","1674802716","B"
"27341708","petrolheadjones","","653","2023-03-13","1678751620","B"
"1354199734064459779","petromundo1","","2867","2022-11-11","1668128121","B"
"489680526","PetronellaWyatt","","15934","2023-01-11","1673471185","B"
"257850756","petros_28","","41","2022-11-11","1668141117","B"
"799062868863746048","PETROS_USA","","359","2022-12-16","1671195537","B"
"310544039","petrosalema","","596","2023-03-24","1679628717","B"
"271958564","PetrosAlexander","","51","2022-12-16","1671207038","B"
"1480331696209903617","PetrosFarms","","119","2023-02-14","1676393852","B"
"2976181420","PetrosKecyaPoli","","40670","2023-02-14","1676394035","B"
"1367251876668915712","PetrosPicks","","5300","2022-11-13","1668344394","U"
"119717457","PetrosTovmasyan","","15655","2023-03-14","1678788893","B"
"1168445070107959296","PetrosyanRob","","2252","2023-04-01","1680374292","B"
"1642654070","PetrosZissimos","","149","2022-12-22","1671737903","B"
"409252456","Petroturkcom","","15549","2023-03-17","1679060682","B"
"3801740296","Petrov_Bergen","","475","2023-03-27","1679946571","B"
"23296447","petrovg","","151","2022-11-10","1668070816","B"
"731259552159698944","PetrovichBilly","","5503","2023-02-02","1675318897","B"
"1383865949749583878","PetrovicSenex","","87","2023-03-22","1679455049","B"
"360741160","petrovicsrb","","16664","2023-04-07","1680826973","B"
"1276727033079296001","PetrovskiThomas","","20","2023-01-27","1674802611","D"
"1589351071889113093","petrpgclassic","","6","2022-11-13","1668345233","D"
"3317063308","PetrPtacek_","","28","2023-03-16","1678970041","B"
"1034496888555405312","PetrRaska","","121","2023-03-11","1678540297","B"
"1473747251642216461","petrroyce","","3393","2023-03-09","1678327497","B"
"2975412881","petrrozmajzl","","21","2023-03-10","1678467565","B"
"912151306734796800","petrsoncz","","153","2022-11-13","1668343272","B"
"59116050","PetrSvab","V","11227","2023-03-10","1678473017","B"
"22446586","PetrTrades","","7767","2022-12-30","1672432127","B"
"2263568894","Petruhfy","","914","2022-11-13","1668342379","U"
"1520649929311485952","PetrusBurger22","","0","2023-01-16","1673876921","B"
"126902848","petrusenko_max","","146","2022-11-13","1668341537","U"
"1467800410593370115","Petrushkkaa","","21","2023-02-28","1677590653","B"
"42945424","petruspennanen","","6030","2023-04-01","1680376241","B"
"23650847","petrweigl","","271","2023-01-11","1673459347","B"
"422248425","petry_le_felipe","","656","2022-11-11","1668133115","U"
"44598038","Petrypsique","","29110","2023-04-07","1680840854","B"
