"Id","username","V","aid","date","timestamp","vs"
"221319442","BaseballAlmanac","V","96259","2023-03-31","1680236469","B"
"1216208971","baseballbatbros","","15785","2023-01-11","1673471534","B"
"2192747581","BaseballCapHats","","6260","2023-01-14","1673709722","B"
"1415825823546941450","baseballchef9","","13","2023-01-11","1673475233","B"
"860580248458547200","BaseballCloudUS","","10413","2023-02-02","1675318905","B"
"1301546853595598849","BaseballDad345","","102","2023-01-11","1673474468","B"
"70400334","baseballdecuba","","1977","2023-02-28","1677590754","B"
"1495022391575162888","BaseballDir","","492","2023-02-07","1675761171","U"
"1043934151","BaseballDudes48","","7246","2023-01-11","1673471471","B"
"1328039759034322955","baseballdugout_","","534","2022-11-13","1668320888","B"
"1167836197135085568","baseballfeed_jp","","18239","2023-01-13","1673588725","B"
"1260633310268731392","baseballg1rl","","2106","2023-01-21","1674285628","B"
"262857654","baseballifer11","","22347","2022-12-20","1671537643","B"
"820012126312034304","baseballinpix","","101893","2022-12-22","1671744970","B"
"1600561375037820928","BaseballIQ_App","","2854","2023-04-07","1680840749","B"
"385646981","Baseballism","","72247","2022-12-23","1671786006","B"
"3365192499","BaseballJeff1","","6851","2022-12-16","1671159050","B"
"41272184","baseballnchill","","10844","2022-11-13","1668341282","U"
"1160179800818049026","BaseballOpsNet","","1316","2023-01-11","1673473741","B"
"1210591325835452416","BaseballPhili","","1088","2023-01-25","1674646493","B"
"217604351","baseballplayere","","377","2023-03-08","1678290020","B"
"206004692","BASEBALLSCOUTZ","","5804","2023-01-11","1673470609","B"
"1040901407291789312","BaseballSekiyan","","713","2023-02-17","1676629495","B"
"122723030","BaseballU","","7942","2023-04-14","1681460388","B"
"1120362576","BaseballUGA","V","61776","2023-04-05","1680683413","B"
"1335494217276092418","baseballuni2020","","1889","2023-02-26","1677395063","B"
"1064543123613904896","BaseballUnited","","601","2023-02-23","1677134804","B"
"1416227192","BaseballUPA","","3788","2023-01-11","1673471606","B"
"1572591675746226183","BaseballUtd","","236","2023-01-11","1673476647","U"
"41361120","baseballyouth","","14680","2023-02-10","1676009729","B"
"1514467566378315776","BaseBuildersTV","","501","2022-11-13","1668344885","B"
"348347531","basecampfilms","","1080","2023-01-16","1673849114","B"
"9665702","basecampjump","","236","2022-11-10","1668089927","B"
"561263523","basechatde","","418","2023-02-26","1677400152","B"
"765278683183648768","Based","","10713","2022-11-10","1668067728","B"
"451990954","based_arod","","233","2022-11-10","1668100728","U"
"903083752494071808","based_badger","","87","2022-12-22","1671683189","B"
"980492364","based_batman21","","231","2022-11-23","1669192146","D"
"1589728743374864384","based_biased","","108","2023-03-04","1677934086","B"
"1453805489876135940","Based_Brando","","110","2023-04-08","1680928824","U"
"1360532607797252096","Based_Cripple","","36","2022-11-21","1669051377","D"
"1619795059632660484","Based_Fran","","359","2023-04-05","1680729262","B"
"1377259484372992014","based_fyodor","","3439","2023-01-05","1672898374","U"
"1597457561120378880","Based_Hadrian","","255","2023-04-13","1681418913","B"
"1579883083955838978","based_jackson_","","345","2022-11-10","1668083589","U"
"378376508","Based_Kay","","47","2022-11-13","1668341969","U"
"1367074134992150529","Based_Pleb","","7789","2023-03-17","1679052708","B"
"1354628703846686720","Based_Scooter","","217","2022-12-21","1671659795","B"
"1497273478570987522","based_seattle","","2077","2022-11-10","1668065219","B"
"2153706549","Based_Yeezus_69","","525","2022-11-13","1668342358","U"
"1498446111303999491","Based1717","","11652","2022-11-10","1668091075","U"
"1600372153752379393","Based1W","","571","2023-03-14","1678792652","B"
"2187233246","basedabbyb","","654","2023-02-04","1675471479","B"
"491897626","BasedAI_","","397","2023-02-11","1676093500","B"
"1420805057721798656","BasedAlpaca","","35","2022-12-30","1672439050","B"
"771227979598790656","basedandloaded","","11","2022-11-10","1668104161","B"
"998458965691379712","BasedAransas","","278","2023-04-06","1680820621","B"
"1220034491999309824","Basedash","","1198","2022-12-25","1671999781","B"
"1462133730525417472","basedawake","","42","2022-11-10","1668084075","U"
"1077838465021169664","BasedBabeUSA","","3463","2023-01-06","1672980972","B"
"1365126254865825798","basedbarboach","","8","2023-01-12","1673554915","B"
"1556550048862928898","BasedBeffJezos","","12879","2022-12-31","1672455809","B"
"785590512455528448","BasedBidoof","","534","2022-12-31","1672447317","B"
"1437539711938023430","basedbinkie","","26620","2023-04-07","1680896235","B"
"1137892790812237826","basedblackman1","","18","2023-01-19","1674136845","B"
"33780815","BasedBobbito","","5336","2023-02-23","1677134898","B"
"1518669926109786115","basedboyscout","","355","2023-01-19","1674154114","B"
"1183930510407602176","basedbrc","","67303","2022-11-14","1668455961","U"
"1361270569660989440","basedbrickpush1","","16527","2023-03-29","1680110564","B"
"913249097578090496","BasedBroward","","672","2022-11-10","1668073478","B"
"1948141508","BasedBueller","","15","2022-12-17","1671315132","B"
"1373760649675825153","BasedBuilds","","182","2023-03-21","1679409203","U"
"881407559634001920","basedbun87","","15","2023-01-10","1673309155","B"
"590617530","basedCannella","","112","2022-11-13","1668342096","U"
"732285482462142464","BasedChikoTV","","12068","2022-11-13","1668342970","B"
"1495850898047877124","BasedComic","","409","2022-11-10","1668064458","B"
"1520230596773130240","basedcraven","","31","2022-11-11","1668142767","B"
"1575510887871422467","BasedCrypto69","","39","2022-11-11","1668133154","U"
"323677239","BasedDalnet","","130","2022-12-23","1671820401","B"
"513878586","BasedDev0x","","3507","2022-12-31","1672484917","B"
"1445461539989823489","BASEDDEVTCC","","1668","2022-11-14","1668417295","B"
"596122842","baseddonovan","","1248","2023-01-11","1673471310","U"
"884341982264532992","basedekeg","","673","2023-01-07","1673109927","B"
"1548000259158052864","Basedelius","","38","2023-03-03","1677839090","D"
"1458163064210141192","BasedEntmt","","378","2023-03-29","1680086728","B"
"1598759326511878144","basedethos","","2621","2023-03-24","1679686435","B"
"1546858243955245056","Basedeyeballs","","279","2023-03-30","1680168307","B"
"1588997620734824457","BasedF15pilot","","280","2023-02-10","1676057304","B"
"41276368","BasedFactCheck","","785","2022-11-10","1668108228","B"
"1410140906636910592","basedfishmafia","","12396","2022-12-28","1672254769","B"
"1314665093188268033","basedfishOG","","61","2022-11-13","1668344251","U"
"1424917732231897088","BASEDghouls","","3676","2023-01-05","1672942232","B"
"1571989818543939584","BasedGiant_","","397","2023-04-07","1680840732","B"
"1477721192316375041","BasedGlasses","","5","2022-11-10","1668090613","U"
"1442588324607053827","BasedGodPromise","","17","2023-01-11","1673475449","B"
"135491282","BasedGodRo","","664","2022-11-13","1668341548","B"
"2484167810","basedgodtacy","","2114","2022-12-17","1671247898","B"
"1150547257986392064","BasedGodXenoN_","","1380","2022-12-12","1670817424","U"
"561020238","BASEDGola","","209","2022-11-14","1668461671","B"
"1486529720690741251","BasedGulagNate","","244","2022-11-10","1668078693","B"
"48157681","basedgunnar","","1314","2022-11-10","1668104303","U"
"1181174960661893120","BasedHOF","","44969","2023-02-14","1676408669","B"
"2371346971","BasedHoosier","","528","2022-12-16","1671168318","B"
"1588019262832234498","BasedHoosierPol","","697","2023-04-09","1681015631","B"
"817174450873466880","BasedHypnotist","","6519","2022-11-10","1668111052","B"
"37447675","BasedInfidel","","6651","2023-01-26","1674732212","B"
"1460350226502402051","basedinlisbon","","1099","2023-02-16","1676533644","B"
"2788800420","basedinmud","","1507","2023-03-04","1677938759","B"
"1587275353407594496","basedinokc","","1502","2023-02-14","1676393935","B"
"1072944732630847489","basedintex","","19","2023-03-31","1680299944","B"
"1473344244320505863","BASEDJE5US","","6243","2022-11-13","1668344740","B"
"1458523536935591936","Basedjogger","","413","2023-02-14","1676367976","U"
"1249193324461916161","basedkarbon","","48909","2022-12-16","1671159050","B"
"1517053769824956416","BasedKJi","","388","2023-03-25","1679788562","B"
